	PNSR	SSIM	MSE
0	29.186989	0.86310375	0.004823485
1	28.855999	0.7668358	0.0052054697
2	28.590576	0.8473937	0.0055335285
3	33.02412	0.9281469	0.0019936454
4	30.835785	0.8652934	0.0032997527
5	22.992868	0.7829021	0.02008043
6	25.826641	0.77741987	0.010456728
7	25.382853	0.7796155	0.01158176
8	30.069168	0.95766264	0.0039367974
9	31.250706	0.9503577	0.0029990892
10	24.364233	0.7964358	0.014643218
11	32.372044	0.54787576	0.002316624
12	31.292677	0.88250667	0.0029702429
13	31.525427	0.9006838	0.002815251
14	19.633722	0.90541005	0.043519884
15	24.622808	0.61779	0.013796819
16	25.733656	0.8037435	0.010683026
17	26.485481	0.78026867	0.008984866
18	32.048664	0.917956	0.0024957075
19	23.885891	0.7454865	0.016348233
20	26.232634	0.61179143	0.009523497
21	28.619833	0.8473234	0.005496376
22	30.612553	0.90770036	0.003473799
23	28.538786	0.9050241	0.005599914
24	27.772419	0.6407284	0.0066806395
25	22.821783	0.016560644	0.020887265
26	32.84787	0.9196872	0.002076218
27	23.667534	0.6650907	0.017191213
28	25.744	0.8516763	0.010657613
29	28.28283	0.7227876	0.0059398683
30	20.74241	0.080430694	0.033714663
31	30.236292	0.840971	0.0037881797
32	29.069101	0.8758582	0.004956209
33	30.77777	0.8838563	0.0033441281
34	26.962894	0.78575444	0.008049528
35	32.09313	0.90520823	0.0024702854
36	28.875725	0.819333	0.005181879
37	27.973398	0.7916239	0.006378521
38	31.255608	0.8441437	0.002995706
39	13.100142	0.0025890602	0.19590513
40	31.833954	0.89102805	0.0026221916
41	29.033552	0.95068216	0.0049969475
42	28.473785	0.832956	0.005684356
43	24.106644	0.68879527	0.015538011
44	28.794966	0.8787135	0.0052791424
45	29.41754	0.84080535	0.004574103
46	29.102404	0.85138065	0.004918349
47	30.990524	0.8639738	0.003184251
48	30.935688	0.8799296	0.0032247133
49	28.35868	0.8158817	0.005837027
50	29.875183	0.84929717	0.004116627
51	31.192968	0.8768704	0.003039225
52	26.760712	0.8594132	0.008433129
53	32.08395	0.93571055	0.0024755113
54	28.439396	0.88529253	0.0057295477
55	30.396963	0.91602576	0.0036505943
56	30.447489	0.27860487	0.0036083686
57	28.225727	0.6944692	0.0060184835
58	30.630651	0.9029605	0.003459352
59	32.23466	0.8940311	0.002391079
60	30.60221	0.8630955	0.0034820815
61	27.270824	0.2877586	0.0074985516
62	31.5075	0.8861597	0.0028268963
63	29.682434	0.896706	0.004303446
64	30.662487	0.85740745	0.003434085
65	29.027483	0.8891723	0.005003934
66	42.635418	0.98257524	0.00021803082
67	25.574556	0.7378528	0.011081644
68	25.24549	0.6796558	0.011953936
69	23.062479	0.66922253	0.019761134
70	30.438353	0.88817495	0.0036159684
71	32.02843	0.85728484	0.0025073616
72	28.72239	0.9278002	0.0053681023
73	25.898232	0.7522588	0.010285771
74	29.03779	0.87143624	0.0049920715
75	31.0041	0.87323725	0.0031743126
76	23.287197	0.75768524	0.018764634
77	32.259083	0.9531626	0.0023776705
78	25.919018	0.8091784	0.010236654
79	30.266245	0.91894966	0.0037621423
80	30.94977	0.9074429	0.0032142736
81	28.249866	0.78090715	0.005985124
82	23.712053	0.7725654	0.017015882
83	27.120832	0.93976015	0.0077620535
84	31.228798	0.9295752	0.0030142562
85	29.360077	0.8250461	0.004635026
86	26.407927	0.7042731	0.009146756
87	33.080795	0.93206495	0.0019677966
88	26.093893	0.8215718	0.009832649
89	22.821783	0.016560644	0.020887265
90	27.146458	0.8425667	0.0077163856
91	27.99674	0.77208143	0.006344332
92	29.280802	0.82671577	0.0047204085
93	29.336195	0.08693695	0.004660583
94	28.40869	0.8050338	0.005770202
95	28.538836	0.77843344	0.005599849
96	27.325508	0.6706388	0.007404727
97	33.498547	0.9622983	0.0017873312
98	30.710064	0.8640691	0.0033966717
99	26.241758	0.81944865	0.00950351
