	PNSR	SSIM	MSE
0	29.07241	0.89132583	0.004952434
1	28.693167	0.78089917	0.005404346
2	29.000412	0.776275	0.005035222
3	32.621525	0.9392978	0.0021872951
4	32.49048	0.88828725	0.0022543024
5	22.904993	0.81560266	0.020490877
6	27.080025	0.8061306	0.007835332
7	25.726484	0.773536	0.010700682
8	24.286036	0.8922829	0.014909264
9	28.98171	0.9483761	0.0050569507
10	24.759691	0.80701816	0.013368746
11	28.384592	0.073481925	0.0058023063
12	30.90395	0.89274037	0.0032483651
13	31.309544	0.9067705	0.002958732
14	24.85432	0.9652511	0.013080608
15	23.268778	0.6335125	0.01884439
16	30.863846	0.892759	0.0032785
17	26.388662	0.7821005	0.009187424
18	32.57058	0.92609054	0.0022131046
19	24.599499	0.7647063	0.013871068
20	26.195944	0.64039075	0.009604293
21	27.25043	0.8286354	0.00753385
22	29.564295	0.9110586	0.004422119
23	27.41205	0.90662056	0.007258632
24	27.86267	0.6574567	0.0065432373
25	40.6528	0.7271137	0.00034417535
26	32.17268	0.9209853	0.0024254466
27	24.138424	0.67084694	0.015424723
28	21.462437	0.7554431	0.02856382
29	28.438787	0.73711264	0.0057303505
30	23.961582	0.44255647	0.016065774
31	30.721886	0.82337415	0.0033874367
32	29.150814	0.8881049	0.0048638294
33	30.94656	0.89547414	0.0032166508
34	27.38488	0.8049977	0.007304187
35	30.487993	0.9079658	0.0035748729
36	29.44648	0.8349581	0.0045437235
37	29.484758	0.83441985	0.00450385
38	30.499416	0.8488078	0.0035654814
39	13.512451	0.007555301	0.17816192
40	31.872889	0.8719743	0.002598789
41	23.111301	0.86277056	0.019540232
42	28.763899	0.84781104	0.005317042
43	24.641577	0.7027635	0.013737323
44	28.24877	0.8838917	0.005986636
45	30.027111	0.8498516	0.0039751064
46	28.816545	0.85724264	0.005252973
47	30.475267	0.86656743	0.0035853623
48	29.263807	0.7971185	0.0047389166
49	28.867748	0.82975143	0.0051914067
50	29.556774	0.8424405	0.0044297823
51	30.271877	0.88208425	0.0037572659
52	26.75055	0.86826813	0.008452885
53	30.936506	0.9392403	0.0032241063
54	28.802063	0.8938764	0.005270521
55	24.692215	0.83426094	0.013578077
56	27.948069	0.23020025	0.006415832
57	27.904152	0.70260566	0.0064810384
58	30.245	0.9116289	0.0037805918
59	31.447298	0.8998585	0.0028663562
60	30.034061	0.86902606	0.003968751
61	28.790813	0.21252492	0.0052841897
62	30.96967	0.88940144	0.0031995797
63	29.651228	0.9059758	0.0043344814
64	31.295546	0.86899084	0.002968282
65	30.485836	0.9019192	0.0035766475
66	28.043577	0.96018255	0.0062762788
67	25.489367	0.74744195	0.011301164
68	24.907042	0.67643905	0.012922768
69	23.455334	0.6895137	0.018052045
70	30.064993	0.89558184	0.0039405823
71	31.670296	0.85660005	0.0027228908
72	26.74924	0.926922	0.008455429
73	26.386806	0.77316207	0.009191349
74	29.09712	0.88271344	0.0049243355
75	30.95487	0.8880777	0.0032105008
76	23.901892	0.7683536	0.016288107
77	30.57778	0.96497506	0.003501723
78	25.962269	0.7853988	0.010135215
79	30.87183	0.9286653	0.0032724792
80	29.46294	0.91560054	0.0045265355
81	28.71452	0.7843761	0.0053778384
82	22.61204	0.7700982	0.021920774
83	22.238718	0.86008924	0.023888454
84	30.251791	0.9349825	0.0037746863
85	29.989483	0.8479292	0.0040096967
86	26.170017	0.7098447	0.009661801
87	31.105038	0.931007	0.003101388
88	25.649076	0.83336556	0.010893116
89	40.6528	0.7271137	0.00034417535
90	26.915598	0.8474209	0.008137668
91	28.345564	0.76635975	0.005854684
92	26.363255	0.8326653	0.009241328
93	26.792078	0.042674966	0.008372441
94	24.758356	0.73577344	0.013372861
95	29.068153	0.766959	0.004957291
96	27.284184	0.67651117	0.0074755214
97	30.827446	0.95693815	0.003306094
98	31.166586	0.8788602	0.0030577453
99	28.01957	0.85795844	0.00631107
