	PNSR	SSIM	MSE
0	26.40896	0.82571214	0.009144582
1	25.249847	0.7376212	0.011941948
2	28.093166	0.7216567	0.0062050214
3	31.433535	0.9203866	0.0028754533
4	31.977282	0.8599486	0.0025370657
5	21.612566	0.7750648	0.027593274
6	25.513275	0.7604023	0.011239123
7	25.15237	0.7197613	0.012213012
8	20.789162	0.8166473	0.033353686
9	28.21694	0.9346706	0.006030674
10	24.27007	0.791357	0.014964177
11	24.55552	0.022505937	0.014012254
12	30.400328	0.87601733	0.0036477665
13	30.252563	0.88935506	0.0037740148
14	21.273066	0.9343043	0.02983688
15	23.268301	0.61662877	0.018846463
16	27.908848	0.85456705	0.006474036
17	22.210583	0.6519114	0.024043716
18	30.729744	0.8973008	0.0033813124
19	20.259834	0.6012349	0.037677012
20	25.49284	0.60826784	0.011292128
21	24.921913	0.74534017	0.012878594
22	28.375383	0.8871561	0.0058146236
23	26.136353	0.88657516	0.009736988
24	27.480839	0.6413751	0.0071445676
25	23.44538	0.021561578	0.01809347
26	31.607912	0.9100534	0.002762285
27	23.120426	0.63226503	0.019499214
28	19.661947	0.7009908	0.043237954
29	27.972237	0.7212227	0.0063802283
30	22.383839	0.35730705	0.023103405
31	28.266975	0.6798543	0.0059615946
32	28.244795	0.85368484	0.0059921155
33	29.51059	0.86322254	0.0044771414
34	26.771078	0.78257823	0.008413022
35	29.290268	0.8949008	0.0047101323
36	28.273752	0.7953653	0.0059522954
37	27.392487	0.74239546	0.007291404
38	29.283485	0.8312156	0.0047174925
39	14.6190605	0.019146584	0.13808733
40	29.946777	0.8074632	0.00404932
41	20.815104	0.8055248	0.03315504
42	28.138597	0.82188284	0.006140448
43	24.413908	0.67681295	0.014476684
44	25.809399	0.8537039	0.010498327
45	28.613356	0.79653835	0.005504581
46	27.920494	0.8432258	0.0064566988
47	28.72716	0.84536594	0.0053622127
48	27.867672	0.7395421	0.006535709
49	27.562412	0.7862172	0.007011622
50	29.09899	0.83320504	0.0049222186
51	29.236805	0.860478	0.004768472
52	25.336617	0.8294795	0.01170572
53	29.863409	0.92774	0.0041278014
54	27.941359	0.86323744	0.0064257532
55	21.961956	0.7678353	0.025460348
56	23.481884	0.17336054	0.017942032
57	27.190704	0.69229454	0.0076381695
58	28.805538	0.8885278	0.005266305
59	29.797384	0.8741834	0.0041910354
60	28.828108	0.8432799	0.0052390075
61	25.336704	0.14190613	0.011705488
62	29.495144	0.870985	0.0044930945
63	28.583565	0.88261384	0.005542471
64	29.962841	0.8426795	0.0040343693
65	28.574457	0.8747927	0.005554107
66	25.824139	0.9475677	0.0104627535
67	24.621412	0.67692876	0.013801254
68	24.06964	0.6508556	0.01567097
69	23.182844	0.68886566	0.019220974
70	28.521957	0.8593615	0.0056216526
71	31.174086	0.83682424	0.00305247
72	24.81311	0.91230494	0.013205319
73	25.794748	0.7433852	0.0105337985
74	27.687168	0.84048283	0.006813073
75	29.198483	0.85714334	0.004810738
76	23.835995	0.7498585	0.016537141
77	30.158722	0.9464539	0.0038564499
78	24.778536	0.71961904	0.013310863
79	29.417253	0.90783423	0.004574404
80	27.210646	0.89091057	0.0076031825
81	26.836487	0.66166675	0.008287263
82	21.198608	0.7572299	0.030352825
83	20.676094	0.8210014	0.034233443
84	27.97374	0.91366136	0.0063780183
85	29.112825	0.81158113	0.004906564
86	25.612835	0.6878864	0.0109844
87	28.507694	0.91204315	0.005640148
88	24.889849	0.8093038	0.012974037
89	23.44538	0.021561578	0.01809347
90	25.981611	0.8178181	0.010090179
91	26.50576	0.73587483	0.008943012
92	22.53127	0.762016	0.02233227
93	22.159634	0.0145831695	0.024327444
94	22.671314	0.68162405	0.021623617
95	26.537786	0.5778784	0.008877307
96	26.75075	0.65772295	0.008452497
97	30.229115	0.95237356	0.0037944454
98	30.106644	0.85478055	0.0039029738
99	28.14319	0.84757185	0.0061339596
