	PNSR	SSIM	MSE
0	31.207901	0.85185957	0.0030287944
1	30.442904	0.8105398	0.003612181
2	31.111378	0.891879	0.0030968627
3	31.895172	0.93686503	0.002585488
4	30.9861	0.8999197	0.0031874985
5	21.955597	0.7356308	0.025497653
6	26.000093	0.77510715	0.010047326
7	26.933413	0.7653213	0.008104356
8	35.2853	0.96827686	0.0011844855
9	36.490547	0.9616602	0.0008974399
10	23.769	0.80320656	0.01679422
11	34.74827	0.43434948	0.0013403959
12	29.829834	0.88539565	0.004159837
13	32.09886	0.9202416	0.0024670253
14	22.238298	0.94823563	0.02389076
15	24.647179	0.6399254	0.013719616
16	29.712437	0.8417539	0.004273819
17	26.068419	0.8049631	0.009890491
18	32.391994	0.9384409	0.0023060068
19	22.346794	0.7358009	0.023301318
20	27.57869	0.6855839	0.0069853924
21	28.87243	0.8720559	0.0051858127
22	32.58019	0.9321264	0.0022082136
23	34.04827	0.9294886	0.0015748263
24	26.557045	0.6659038	0.008838028
25	22.1064	0.014495031	0.024627471
26	26.602522	0.90658027	0.008745965
27	25.238695	0.7058137	0.011972649
28	30.43471	0.9355796	0.0036190026
29	26.862131	0.7552252	0.008238473
30	18.624516	0.023790956	0.054904558
31	30.41971	0.8451412	0.0036315236
32	32.252647	0.91778874	0.002381195
33	31.864002	0.91906756	0.002604112
34	25.905735	0.80580807	0.010268012
35	33.078403	0.9275192	0.0019688806
36	29.986292	0.86704427	0.0040126434
37	27.250566	0.81516075	0.0075336103
38	29.490965	0.8764032	0.0044974186
39	13.301958	0.002331712	0.18700969
40	30.411385	0.8981698	0.003638492
41	32.29585	0.96224827	0.0023576268
42	27.687595	0.8365717	0.006812402
43	25.519054	0.69921124	0.011224175
44	33.263607	0.9044293	0.0018866849
45	30.205128	0.8690043	0.0038154619
46	32.01543	0.88648987	0.0025148783
47	30.001028	0.8881708	0.0039990526
48	30.94306	0.8864312	0.003219243
49	30.434343	0.8442284	0.0036193086
50	28.93525	0.868794	0.0051113423
51	30.693033	0.8974735	0.0034100176
52	28.130781	0.8789007	0.006151511
53	32.56963	0.94990814	0.002213588
54	33.968765	0.92685986	0.0016039226
55	31.539347	0.9334342	0.0028062426
56	29.229628	0.26070306	0.0047763586
57	28.624376	0.7311074	0.0054906295
58	33.718147	0.9220461	0.0016992027
59	31.49705	0.9208693	0.0028337075
60	27.458239	0.8674207	0.007181843
61	25.374731	0.17702265	0.011603439
62	31.968218	0.90527034	0.002542365
63	33.744003	0.9221709	0.0016891158
64	30.935135	0.8890342	0.0032251235
65	28.545403	0.92085165	0.005591387
66	34.066814	0.9784535	0.001568117
67	25.661308	0.69816536	0.010862484
68	26.269327	0.6768972	0.0094433725
69	23.91986	0.7127861	0.016220853
70	31.507515	0.9185543	0.0028268863
71	30.972212	0.8705656	0.0031977063
72	36.3977	0.94129074	0.000916832
73	27.021214	0.74844533	0.007942157
74	31.704884	0.91584426	0.0027012916
75	31.06287	0.9038367	0.0031316467
76	31.132423	0.88963485	0.0030818922
77	32.391483	0.95111334	0.0023062772
78	25.470709	0.8411375	0.0113498205
79	32.127148	0.93279576	0.0024510107
80	33.20097	0.9252361	0.0019140928
81	29.836826	0.7991418	0.004153147
82	23.807127	0.7527772	0.016647428
83	34.7392	0.9864028	0.0013431974
84	35.646393	0.9511254	0.0010899857
85	30.37985	0.85051584	0.0036650072
86	26.253365	0.73784083	0.009478146
87	32.81972	0.9147598	0.0020897174
88	26.742022	0.8478942	0.008469497
89	22.1064	0.014495031	0.024627471
90	27.046993	0.8582735	0.007895153
91	28.91234	0.8246078	0.005138375
92	25.981401	0.79739666	0.010090663
93	27.726429	0.058300238	0.006751762
94	27.139105	0.79462993	0.007729465
95	28.22118	0.7843505	0.00602479
96	27.446804	0.6958023	0.0072007803
97	30.508152	0.9536	0.003558316
98	30.954973	0.89266074	0.0032104247
99	29.298336	0.91288275	0.00470139
