	PNSR	SSIM	MSE
0	26.588781	0.7777319	0.008773677
1	26.609037	0.70377445	0.008732855
2	25.314215	0.67554253	0.011766262
3	30.745712	0.82397133	0.0033689048
4	27.105043	0.6581202	0.0077903266
5	21.544708	0.6982417	0.028027806
6	24.354586	0.67701393	0.014675779
7	24.978045	0.665745	0.012713216
8	23.554688	0.86832434	0.01764376
9	31.167177	0.87475365	0.0030573294
10	23.319622	0.7210073	0.018625058
11	20.786188	0.008289342	0.03337653
12	29.210756	0.77232474	0.0047971597
13	29.727077	0.7743355	0.0042594355
14	18.98933	0.88434106	0.050480872
15	23.48902	0.4974927	0.01791257
16	26.116056	0.7675719	0.009782598
17	25.141474	0.6808258	0.012243693
18	29.54281	0.77313495	0.0044440487
19	23.902447	0.66697145	0.016286023
20	25.125664	0.501408	0.012288351
21	25.324175	0.7008654	0.011739306
22	28.825495	0.80471694	0.0052421624
23	28.306637	0.81743616	0.0059073977
24	26.464422	0.5613882	0.009028539
25	24.33841	0.023991719	0.014730553
26	27.53994	0.8115925	0.0070479987
27	23.694723	0.62607384	0.017083915
28	22.09402	0.7598385	0.024697766
29	26.296278	0.6186855	0.009384951
30	15.465376	0.0033951518	0.113637686
31	26.375824	0.64623284	0.009214617
32	26.77194	0.7140273	0.008411352
33	29.07026	0.7321629	0.0049548885
34	24.063272	0.6435328	0.015693968
35	31.215906	0.80606955	0.0030232165
36	26.534225	0.62049955	0.008884588
37	26.70427	0.6344357	0.008543441
38	28.991302	0.7578975	0.0050457935
39	14.006241	0.007961282	0.15901418
40	27.947998	0.7347106	0.006415937
41	23.347866	0.8550771	0.018504329
42	26.198168	0.70431566	0.0095993765
43	24.651356	0.597269	0.013706427
44	26.511993	0.7844307	0.008930187
45	26.07975	0.6547707	0.009864723
46	26.576265	0.6959901	0.008799002
47	29.727379	0.76650864	0.0042591407
48	26.42656	0.6708511	0.009107599
49	25.473213	0.57730603	0.011343275
50	27.653143	0.73883456	0.006866657
51	29.22182	0.7701457	0.004784954
52	24.883305	0.7516287	0.0129936
53	29.303604	0.8337959	0.0046956893
54	28.338465	0.7499932	0.00586426
55	24.539436	0.80006045	0.014064239
56	25.203907	0.19146723	0.012068942
57	27.797705	0.6265475	0.0066418536
58	29.501064	0.7893017	0.0044869734
59	29.939089	0.76340926	0.0040564956
60	28.176197	0.69738954	0.0060875164
61	18.897593	0.0059727794	0.05155854
62	29.35365	0.7546683	0.0046418915
63	29.315033	0.77613175	0.004683349
64	27.681313	0.70318764	0.0068222657
65	25.794556	0.80118656	0.010534267
66	34.52263	0.9727498	0.0014118778
67	23.555891	0.62548673	0.017638877
68	26.067535	0.6396441	0.0098925065
69	25.029203	0.6332931	0.012564337
70	28.055483	0.7357947	0.006259096
71	28.017107	0.6502446	0.0063146497
72	29.317345	0.86264634	0.004680856
73	24.3309	0.558489	0.014756043
74	26.279602	0.70679367	0.00942106
75	27.722364	0.72743523	0.0067580817
76	24.105873	0.6433033	0.0155407665
77	31.765373	0.91094625	0.0026639279
78	24.266901	0.65165263	0.014975101
79	30.540133	0.8025184	0.0035322092
80	30.066486	0.86658895	0.003939228
81	25.593782	0.52634656	0.011032697
82	21.183395	0.6851303	0.030459324
83	22.857391	0.86182505	0.020716708
84	30.138899	0.86188036	0.0038740928
85	25.500128	0.6082549	0.011273197
86	25.134838	0.5954273	0.012262413
87	30.64688	0.8358121	0.0034464493
88	25.398779	0.68794614	0.011539368
89	24.33841	0.023991719	0.014730553
90	26.739647	0.7574883	0.008474132
91	21.502974	0.5789179	0.028298441
92	27.907969	0.80418146	0.006475345
93	24.661919	0.022964964	0.013673133
94	24.161423	0.6946731	0.015343258
95	24.90663	0.508104	0.012923993
96	26.752958	0.58110553	0.008448196
97	31.7332	0.92053825	0.002683736
98	28.674694	0.69395655	0.0054273824
99	25.93608	0.7197944	0.010196516
