	PNSR	SSIM	MSE
0	27.876339	0.7837804	0.0065226783
1	26.687592	0.64609265	0.008576315
2	26.60867	0.66767275	0.008733589
3	27.99457	0.8410433	0.0063475017
4	27.905968	0.8215342	0.006478331
5	19.080315	0.5759582	0.049434304
6	22.591364	0.7116809	0.022025386
7	24.631523	0.6713529	0.013769166
8	17.64099	0.729721	0.068859056
9	32.468693	0.920291	0.0022656391
10	20.848778	0.70337176	0.032898955
11	26.697296	0.12146413	0.0085571725
12	26.650684	0.83293813	0.00864951
13	29.351416	0.83163446	0.004644278
14	25.166727	0.9656234	0.012172707
15	22.246157	0.66791844	0.02384757
16	27.218882	0.8537817	0.0075887777
17	24.845802	0.76888615	0.013106286
18	28.541838	0.8878023	0.0055959793
19	25.75021	0.75013715	0.010642379
20	24.894695	0.5304916	0.0129595585
21	23.456203	0.6912761	0.018048432
22	30.091848	0.865278	0.0039162906
23	29.392387	0.852316	0.004600671
24	25.934473	0.6185263	0.010200292
25	27.11391	0.051260572	0.007774435
26	23.691769	0.82633245	0.017095545
27	22.76695	0.60477585	0.02115265
28	17.554092	0.63440216	0.07025073
29	25.873146	0.71215993	0.010345349
30	14.998306	0.006210507	0.12654044
31	26.739723	0.64399266	0.008473983
32	27.414316	0.8143036	0.0072548455
33	28.464268	0.8307255	0.0056968294
34	22.63994	0.675457	0.021780394
35	29.875519	0.8409829	0.00411631
36	27.217241	0.75313085	0.0075916443
37	24.062433	0.5308344	0.015696997
38	29.286741	0.86063355	0.0047139586
39	13.178081	0.0110412855	0.19242075
40	27.117384	0.74953735	0.0077682217
41	17.826527	0.7200251	0.06597923
42	24.233854	0.7216412	0.0150894895
43	24.050821	0.6026053	0.015739024
44	28.957329	0.82356703	0.0050854227
45	26.614603	0.752644	0.008721668
46	28.46617	0.80551636	0.0056943316
47	29.812994	0.87372446	0.0041759983
48	26.638659	0.6723434	0.008673493
49	26.812164	0.6906321	0.008333807
50	26.55958	0.83429176	0.008832869
51	29.181423	0.80015725	0.004829671
52	24.672756	0.7729857	0.013639055
53	28.859524	0.8926826	0.0052012485
54	29.356937	0.85360336	0.0046383776
55	19.09352	0.69398373	0.049284242
56	24.998264	0.17463517	0.012654159
57	26.444307	0.759993	0.009070456
58	30.164005	0.8510519	0.0038517602
59	30.01966	0.8365447	0.003981931
60	25.048557	0.77583694	0.012508467
61	21.51791	0.044517852	0.02820129
62	28.884136	0.8157959	0.005171855
63	30.376673	0.8507833	0.0036676887
64	27.510963	0.82310045	0.007095181
65	24.938723	0.8556907	0.0128288455
66	21.055769	0.89423853	0.031367723
67	22.273136	0.6292738	0.023699883
68	25.335123	0.61295116	0.011709748
69	25.968416	0.7725064	0.010120878
70	28.862476	0.8174558	0.0051977113
71	27.32827	0.77425843	0.007400017
72	28.84669	0.84460217	0.005216639
73	26.309324	0.7132	0.009356799
74	27.104136	0.8109851	0.007791952
75	28.924198	0.8398584	0.0051243645
76	31.983587	0.88820165	0.0025333853
77	30.681234	0.93682265	0.003419293
78	23.148016	0.6744819	0.01937574
79	27.254725	0.843919	0.0075264047
80	30.868567	0.9172835	0.0032749395
81	25.690247	0.55050546	0.010790344
82	24.522232	0.7739187	0.014120061
83	17.598145	0.73552287	0.06954174
84	33.338253	0.92588115	0.0018545337
85	26.060465	0.733063	0.009908624
86	22.850187	0.6268002	0.020751096
87	31.831837	0.8978514	0.0026234705
88	24.556835	0.7541845	0.01400801
89	27.11391	0.051260572	0.007774435
90	24.960478	0.7832246	0.012764747
91	27.050583	0.8647804	0.00788863
92	23.617556	0.81683576	0.017390192
93	25.094614	0.027884454	0.012376517
94	19.205986	0.6182383	0.048024327
95	23.690264	0.31763884	0.017101474
96	25.817333	0.702922	0.010479161
97	26.109354	0.9054449	0.009797707
98	27.852638	0.8019616	0.0065583736
99	31.583965	0.9009427	0.0027775585
