	PNSR	SSIM	MSE
0	29.588188	0.8542576	0.004397855
1	29.293053	0.77707523	0.004707112
2	30.246931	0.88833404	0.0037789126
3	31.386007	0.8986917	0.002907094
4	29.056559	0.8614376	0.004970545
5	19.576223	0.6999894	0.044099905
6	22.042694	0.72043175	0.024991393
7	24.803328	0.74454886	0.013235098
8	34.013317	0.978329	0.0015875533
9	35.644257	0.9497729	0.0010905219
10	24.194103	0.80632794	0.0152282305
11	31.051174	0.26650196	0.003140092
12	30.760902	0.86782783	0.00335714
13	30.875212	0.87608254	0.0032699318
14	16.83277	0.8130253	0.08294363
15	26.551126	0.71567243	0.008850082
16	25.534609	0.8199246	0.011184046
17	27.196836	0.8158168	0.007627394
18	30.239769	0.9078439	0.0037851476
19	23.065365	0.76353633	0.019748013
20	26.001123	0.61522734	0.010044942
21	27.947067	0.8289272	0.0064173113
22	30.641045	0.9045278	0.0034510817
23	32.47401	0.90235084	0.0022628664
24	27.533297	0.6631556	0.007058789
25	34.38151	0.21682785	0.0014585085
26	30.563515	0.8970027	0.0035132437
27	22.421894	0.62548035	0.02290185
28	27.37699	0.8834276	0.007317467
29	28.171082	0.7635102	0.0060946913
30	16.202116	0.008908108	0.09590657
31	28.677652	0.83890843	0.005423686
32	31.136248	0.8892137	0.0030791801
33	30.67412	0.8706276	0.0034249006
34	25.593351	0.7751351	0.011033789
35	33.902363	0.8937549	0.0016286352
36	27.605654	0.8275473	0.006942156
37	28.701452	0.772998	0.0053940434
38	32.741165	0.89096594	0.002127862
39	13.320675	0.0029209831	0.18620548
40	31.30174	0.8839914	0.002964052
41	32.23591	0.9751475	0.0023903917
42	27.087957	0.78334284	0.007821033
43	23.23554	0.61948377	0.018989163
44	29.235739	0.8673104	0.004769643
45	29.326004	0.8526545	0.004671532
46	31.661833	0.8768801	0.0027282024
47	31.197096	0.8973799	0.0030363381
48	28.956682	0.8654442	0.0050861784
49	28.719706	0.7955659	0.0053714206
50	28.891157	0.85207236	0.0051634996
51	30.91773	0.85118425	0.003238074
52	27.70883	0.8532986	0.0067791766
53	31.906826	0.92522407	0.0025785603
54	28.272753	0.8762305	0.0059536677
55	31.045528	0.9006165	0.003144177
56	34.890137	0.9028914	0.0012973177
57	29.097551	0.7531159	0.0049238484
58	29.565964	0.88425124	0.00442042
59	32.43538	0.8864384	0.0022830837
60	30.275507	0.8666868	0.0037541292
61	22.870249	0.123660944	0.020655464
62	31.511423	0.8728865	0.002824344
63	28.952007	0.8727003	0.005091658
64	29.347559	0.8632125	0.004648405
65	30.495844	0.9279987	0.0035684155
66	33.67675	0.97477007	0.0017154764
67	23.30495	0.7111395	0.018688079
68	24.92036	0.6366162	0.012883201
69	24.481255	0.7388616	0.01425392
70	29.84107	0.8819781	0.0041490905
71	30.382643	0.84362984	0.0036626514
72	34.27312	0.9131763	0.0014953663
73	24.123562	0.7253555	0.015477605
74	29.705688	0.88216215	0.004280465
75	29.787777	0.86988115	0.0042003165
76	27.775053	0.8982937	0.006676589
77	32.580387	0.9485292	0.0022081123
78	24.98615	0.7785943	0.012689513
79	30.394354	0.8960588	0.0036527885
80	32.88058	0.92525536	0.0020606383
81	28.161646	0.798103	0.006107946
82	21.415411	0.7451367	0.028874792
83	30.337498	0.96731377	0.0037009232
84	34.18993	0.9531498	0.001524287
85	28.643812	0.8172436	0.005466113
86	24.489882	0.660572	0.014225636
87	32.75294	0.93082654	0.0021220995
88	24.306831	0.7909765	0.014838044
89	34.38151	0.21682785	0.0014585085
90	25.325697	0.85426867	0.011735192
91	26.943607	0.8701161	0.008085354
92	30.782814	0.8821744	0.003340247
93	39.53087	0.9317369	0.00044562842
94	27.623127	0.7904193	0.006914282
95	28.619808	0.7551294	0.005496407
96	27.856148	0.7194973	0.0065530753
97	32.358578	0.9533002	0.0023238186
98	29.236359	0.839557	0.004768963
99	30.131865	0.9281291	0.0038803718
