	PNSR	SSIM	MSE
0	26.938921	0.8349942	0.0080940835
1	28.134485	0.79615134	0.0061462633
2	26.01589	0.7963964	0.010010848
3	25.200644	0.8645731	0.012078011
4	29.781921	0.8272187	0.004205985
5	21.337801	0.70978636	0.029395424
6	22.812754	0.70142424	0.020930741
7	23.226871	0.6969131	0.019027106
8	21.083826	0.8234659	0.031165738
9	23.23854	0.9174842	0.01897605
10	24.878834	0.79106444	0.013006983
11	30.553453	0.33885065	0.0035213933
12	27.611898	0.8186761	0.0069321822
13	25.717516	0.8475295	0.010722801
14	22.048742	0.94648224	0.024956618
15	22.555616	0.63911176	0.022207422
16	27.730745	0.80204564	0.0067450516
17	28.625067	0.81788063	0.0054897564
18	27.447382	0.8465649	0.0071998206
19	24.791075	0.7377861	0.0132724885
20	23.68891	0.5057572	0.017106809
21	26.530247	0.82274526	0.008892732
22	24.154028	0.85751843	0.015369409
23	24.356764	0.88447165	0.014668421
24	24.976067	0.6067533	0.012719007
25	37.377766	0.50314814	0.00073161616
26	27.680738	0.88511014	0.0068231667
27	22.539852	0.60908717	0.02228818
28	20.51827	0.73797816	0.03550037
29	26.862644	0.7151709	0.0082375
30	15.664806	0.00392756	0.10853737
31	28.12515	0.8083465	0.00615949
32	24.935844	0.8189941	0.01283735
33	24.82401	0.7964933	0.013172217
34	26.90729	0.7865071	0.00815325
35	22.87217	0.8547322	0.020646332
36	26.551876	0.7712212	0.008848553
37	28.005907	0.76438254	0.006330952
38	25.425144	0.86712086	0.011469524
39	12.658889	0.0035403771	0.21685582
40	25.512327	0.811092	0.011241573
41	21.479206	0.8232809	0.028453732
42	25.711048	0.7491821	0.010738783
43	22.374424	0.6315429	0.02315354
44	28.288538	0.8353075	0.0059320666
45	27.666489	0.8055955	0.0068455925
46	25.515505	0.8161449	0.011233348
47	25.648296	0.85247344	0.010895073
48	27.807388	0.80381316	0.0066270614
49	26.220057	0.7532043	0.009551117
50	28.25252	0.8174657	0.0059814677
51	24.625994	0.82808965	0.013786705
52	25.381351	0.8185963	0.011585763
53	24.424269	0.8746117	0.014442183
54	24.177794	0.79742265	0.015285529
55	22.22713	0.7739165	0.023952272
56	32.518635	0.7286096	0.0022397344
57	23.697037	0.69580775	0.017074823
58	24.52238	0.8372105	0.014119582
59	24.75343	0.8527297	0.013388036
60	26.27205	0.8014851	0.009437453
61	20.323427	0.27201945	0.037129328
62	23.554628	0.8178514	0.017644
63	23.944122	0.8224969	0.016130498
64	25.9925	0.8005778	0.010064906
65	32.906128	0.9248478	0.0020485525
66	25.222334	0.9414038	0.012017843
67	22.877708	0.6814272	0.020620018
68	22.696083	0.54932195	0.02150065
69	21.864534	0.7285218	0.026037937
70	24.103355	0.8291767	0.0155497845
71	28.401669	0.79618996	0.005779537
72	21.7597	0.87194747	0.026674096
73	23.19026	0.6707941	0.01918818
74	26.520336	0.8047355	0.008913046
75	25.339548	0.8177657	0.011697825
76	19.267467	0.7783641	0.04734925
77	26.13584	0.9326894	0.00973814
78	24.600666	0.7140923	0.013867344
79	24.917152	0.833272	0.012892721
80	25.431934	0.9013085	0.011451603
81	27.831564	0.7770326	0.0065902728
82	22.979013	0.7309546	0.020144591
83	20.662346	0.81854296	0.034341983
84	25.931452	0.8830663	0.010207389
85	25.91986	0.75870425	0.010234667
86	24.335579	0.6387133	0.014740151
87	25.27453	0.8617346	0.011874268
88	24.991219	0.7894808	0.012674708
89	37.377766	0.50314814	0.00073161616
90	23.333218	0.81233466	0.018566845
91	22.035292	0.79539835	0.025034022
92	25.617281	0.84125847	0.010973159
93	37.119633	0.7557146	0.00077641994
94	22.484648	0.66978323	0.022573298
95	27.611317	0.74099475	0.0069331117
96	24.132767	0.6610024	0.01544483
97	24.339437	0.92674285	0.014727061
98	26.621828	0.78807265	0.008707169
99	23.830093	0.8763517	0.016559627
