	PNSR	SSIM	MSE
0	30.326698	0.81729406	0.003710138
1	30.20823	0.8159529	0.0038127373
2	30.40054	0.88959944	0.0036475896
3	33.0283	0.9355235	0.001991728
4	30.169773	0.89392096	0.0038466481
5	21.318098	0.6726709	0.029529095
6	25.701996	0.78180766	0.0107611865
7	26.737226	0.7461681	0.008478858
8	37.077652	0.97562397	0.0007839614
9	37.373672	0.9537401	0.0007323058
10	23.56518	0.7917772	0.017601185
11	35.88163	0.6582649	0.0010325164
12	28.533766	0.872629	0.0056063896
13	33.11344	0.92146975	0.0019530607
14	19.244871	0.90015435	0.047596265
15	25.850258	0.63474536	0.010400014
16	27.75481	0.81514555	0.006707782
17	27.691595	0.8375291	0.0068061315
18	32.32845	0.93502074	0.0023399952
19	24.869154	0.7794055	0.013036007
20	27.65156	0.6696676	0.0068691643
21	29.584393	0.86495966	0.0044017006
22	33.08273	0.92711246	0.001966922
23	33.40656	0.9220813	0.0018255936
24	27.057829	0.65505576	0.007875481
25	26.246471	0.038069103	0.0094932
26	26.793459	0.9084326	0.008369781
27	24.46072	0.69935286	0.014321479
28	32.613132	0.9510955	0.0021915263
29	27.661972	0.74837476	0.0068527134
30	16.857862	0.007892283	0.08246576
31	30.474789	0.85583615	0.0035857577
32	31.56855	0.91013515	0.002787436
33	31.982943	0.9120717	0.0025337606
34	25.268574	0.7908174	0.011890566
35	35.312466	0.92933697	0.0011771
36	29.595627	0.8531832	0.0043903296
37	27.249765	0.8014115	0.0075349985
38	30.517475	0.8809486	0.0035506864
39	13.580246	0.0027320534	0.17540234
40	31.059425	0.9070132	0.0031341326
41	34.88283	0.9772686	0.0012995014
42	27.468721	0.8277302	0.0071645305
43	25.28542	0.68649846	0.011844535
44	31.887106	0.88877547	0.0025902942
45	30.331335	0.8631064	0.0037061789
46	30.975502	0.8703047	0.0031952844
47	31.066269	0.8740086	0.0031291968
48	31.292582	0.8953773	0.002970308
49	30.162434	0.83480537	0.0038531548
50	28.596676	0.8684746	0.005525763
51	31.758003	0.8931237	0.002668452
52	27.748154	0.8616979	0.0067180702
53	33.707355	0.952854	0.0017034305
54	33.50278	0.9150467	0.001785591
55	32.68486	0.93346995	0.0021556288
56	30.533081	0.31011185	0.00353795
57	29.111053	0.73225886	0.0049085645
58	34.25574	0.9129947	0.0015013639
59	33.2637	0.92451686	0.0018866449
60	26.46624	0.8459938	0.0090247635
61	22.35886	0.44307905	0.02323667
62	33.050556	0.9085948	0.001981547
63	33.735737	0.915546	0.0016923342
64	30.947577	0.89140546	0.003215897
65	28.186155	0.919703	0.0060735736
66	37.43964	0.98107624	0.00072126643
67	24.690691	0.65395707	0.013582841
68	26.081558	0.6476237	0.009860612
69	24.254164	0.72221076	0.015019087
70	32.7037	0.921778	0.0021462962
71	30.460659	0.87078005	0.003597443
72	34.469315	0.93793344	0.0014293161
73	26.268984	0.72619045	0.0094441185
74	30.819118	0.89811385	0.0033124408
75	32.262764	0.8936508	0.0023756563
76	28.665545	0.8816809	0.005438829
77	33.66938	0.9497413	0.0017183912
78	25.020947	0.75823087	0.012588246
79	32.7704	0.93240964	0.0021135842
80	34.516426	0.9269598	0.0014138949
81	29.470373	0.7885552	0.0045187934
82	23.444902	0.7407527	0.018095467
83	37.76667	0.98726225	0.00066894846
84	35.569508	0.9300007	0.0011094533
85	29.665749	0.8317106	0.0043200115
86	26.729767	0.7323116	0.008493433
87	33.473637	0.88425237	0.0017976135
88	26.996523	0.838245	0.007987441
89	26.246471	0.038069103	0.0094932
90	27.153694	0.8577955	0.007703542
91	29.682474	0.8412645	0.004303409
92	25.173529	0.7560866	0.012153656
93	30.018099	0.09262173	0.0039833644
94	28.014093	0.81223977	0.0063190297
95	28.2249	0.78469956	0.0060196323
96	27.81829	0.688782	0.0066104457
97	31.284693	0.9544203	0.0029757097
98	30.902376	0.89019775	0.0032495433
99	27.743881	0.8971353	0.00672468
