	PNSR	SSIM	MSE
0	31.703705	0.88883984	0.0027020238
1	28.699907	0.78509855	0.0053959633
2	30.78557	0.8949959	0.0033381274
3	33.888023	0.9294846	0.0016340209
4	32.12434	0.8770923	0.0024525952
5	24.112293	0.8246549	0.01551781
6	27.404493	0.8031541	0.007271274
7	27.085682	0.7583033	0.007825132
8	21.846447	0.84237635	0.026146602
9	36.810345	0.9506347	0.00083373033
10	23.926502	0.7983121	0.016196067
11	33.183193	0.47836864	0.0019219426
12	32.560474	0.8882808	0.0022182588
13	33.66175	0.9027323	0.0017214114
14	24.202599	0.9622714	0.015198474
15	23.23233	0.63759	0.0190032
16	31.412287	0.8749924	0.0028895554
17	26.765104	0.7893567	0.0084246015
18	34.52608	0.92480016	0.0014107558
19	25.301966	0.7744892	0.011799493
20	27.23426	0.64223397	0.00756195
21	27.223381	0.83460915	0.0075809155
22	33.137383	0.908907	0.0019423245
23	32.0008	0.90514743	0.0025233643
24	27.81002	0.66038823	0.0066230465
25	35.692764	0.25762713	0.0010784089
26	28.337542	0.90405786	0.005865509
27	24.589407	0.68296045	0.013903343
28	20.398006	0.72442734	0.036497176
29	28.182608	0.7377151	0.0060785376
30	19.86538	0.039220415	0.041259307
31	31.245878	0.8582909	0.0030024247
32	31.484398	0.8784134	0.0028419732
33	32.9383	0.88843334	0.0020334322
34	26.566833	0.7957305	0.008818129
35	34.569317	0.906532	0.0013967811
36	30.174137	0.82732093	0.0038427855
37	29.918158	0.8374119	0.0040760934
38	31.480654	0.8458595	0.0028444256
39	12.748367	0.0071929335	0.21243364
40	31.636076	0.8951193	0.0027444293
41	21.51888	0.82234234	0.028194979
42	28.252247	0.83276725	0.005981845
43	26.209192	0.7118202	0.009575041
44	30.764833	0.878642	0.0033541028
45	30.237532	0.8654713	0.0037870975
46	30.845749	0.85687405	0.0032921894
47	32.5938	0.8692538	0.002201303
48	31.492256	0.8839147	0.002836835
49	30.261051	0.8355984	0.003766644
50	27.862572	0.8321974	0.0065433886
51	31.663801	0.8755491	0.002726966
52	28.167444	0.872974	0.0060997987
53	33.823627	0.9390777	0.0016584299
54	33.304348	0.9003766	0.0018690673
55	22.737684	0.7967831	0.021295678
56	35.013348	0.7517895	0.0012610294
57	29.802618	0.71358126	0.0041859886
58	34.74522	0.9078765	0.0013413376
59	33.693832	0.89510006	0.0017087421
60	28.643383	0.8558594	0.0054666535
61	26.26938	0.322827	0.009443255
62	32.6658	0.87934214	0.0021651112
63	34.063183	0.9029587	0.0015694292
64	31.235468	0.86294025	0.003009629
65	29.238792	0.8911812	0.004766292
66	25.943718	0.94656885	0.0101785995
67	25.342173	0.7208693	0.0116907535
68	26.242067	0.6755343	0.009502836
69	24.452616	0.6985526	0.014348232
70	32.212425	0.88864905	0.0024033533
71	31.62391	0.85979664	0.002752129
72	32.57473	0.9324225	0.0022109912
73	27.458015	0.76199317	0.007182215
74	30.393965	0.8747887	0.0036531156
75	32.132328	0.8764704	0.002448088
76	26.964872	0.7894486	0.00804586
77	35.968502	0.9634598	0.0010120678
78	25.643263	0.77051896	0.010907712
79	33.63871	0.9279346	0.001730568
80	34.940823	0.91115034	0.0012822645
81	30.824408	0.81405663	0.003308409
82	23.394958	0.7765546	0.018304761
83	20.58274	0.8164319	0.03497726
84	35.17246	0.93524766	0.0012156654
85	30.248415	0.83929914	0.003777621
86	26.24104	0.72327346	0.009505083
87	35.666542	0.9334783	0.0010849402
88	27.27034	0.8380976	0.0074993866
89	35.692764	0.25762713	0.0010784089
90	28.388102	0.85017043	0.005797618
91	27.542505	0.77139443	0.0070438376
92	25.373278	0.8186321	0.011607325
93	38.196495	0.6982983	0.000605913
94	23.379911	0.71875036	0.018368285
95	29.783363	0.81181824	0.0042045866
96	28.391861	0.6841833	0.0057926015
97	33.116795	0.9577326	0.0019515525
98	32.71292	0.87676877	0.0021417462
99	24.286299	0.82831925	0.014908363
